category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
awsnative,AwsNativeRecoverDynamoDBSnapshotPitrJobStartFailed,${userEmail} failed to start point-in-time recovery of DynamoDB table ${sourceTableName} in region ${sourceRegion} region to  ${recoveredTableName} DynamoDB table on the AWS account  ${awsAccountDisplayName} to ${restoreTime}. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverDynamoDBSnapshotPitrJobStarted,${userEmail} started point-in-time recovery of DynamoDB table ${sourceTableName} in region ${sourceRegion} region to  ${recoveredTableName} DynamoDB table on the AWS account  ${awsAccountDisplayName} to ${restoreTime} .,Success,Info,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverDynamoDBSnapshotPitrJobStarted,Started point-in-time recovery of the ${sourceTableName} DynamoDB table.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotPitrJobSucceeded,Recovery of the ${sourceTableName} DynamoDB table in the ${sourceRegion}  region to ${recoveredTableName} DynamoDB table in the  ${awsAccountDisplayName} AWS account with point-in-time recovery  operation to time ${recoveryTime} succeeded.,Success,Info,Recovery,AWS DynamoDB table Point-In-Time Recovery,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotProgress,Recovery in Progress: ${processedDataMB} MB processed.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotUpdateBillingModeError,An error occurred while updating the billing for the recovered DynamoDB  table ${recoveredTableName}: ${reason}. Skipping updating the billing mode to ${billingMode},TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotUpdateDeletionProtectionError,An error occurred while enabling deletion protection on  the recovered DynamoDB table ${recoveredTableName}: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotUpdateStreamSpecificationError,An error occurred while updating the stream specification for the  recovered DynamoDB table ${recoveredTableName}: ${reason}. Skipping updating the stream view type to ${streamViewType}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotUpdateTableClassError,An error occurred while updating the table class for the recovered  DynamoDB table ${recoveredTableName}: ${reason}. Skipping updating the  table class to ${tableClass}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotUpdateTimeToLiveError,An error occurred while updating the time to live settings for the  recovered DynamoDB table ${recoveredTableName}: ${reason}. Skipping enabling time to live on attribute ${attributeName}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverDynamoDBSnapshotWaitingOnCreateGSI,Triggered creation of Global Secondary Index (GSI) ${indexName} on the  recovered DynamoDB table ${recoveredTableName}. Waiting for AWS to  finish creating the index.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverEC2InstanceWaitForHostAvailableTaskFailed,Failed to retrieve status of AWS dedicated host ${dedicatedHostID} in region ${targetRegion} in the AWS account ${targetAwsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverEC2InstanceWaitForHostAvailableTaskStarted,"Waiting for AWS dedicated host ${dedicatedHostID} in region ${targetRegion} in the AWS account ${targetAwsAccountDisplayName} to become available. For more details, refer to the AWS documentation at ${awsDocURL} .",Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverEC2InstanceWaitForHostAvailableTaskSucceeded,"AWS dedicated host ${dedicatedHostID} in region ${targetRegion} in the AWS account ${targetAwsAccountDisplayName} is now available, proceeding to power on recovered instance.",TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketPitrJobQueued,Queued point-in-time recovery of the ${sourceBucketName} S3 Bucket in the ${sourceRegion} region to ${destinationBucketName} S3 Bucket  in the ${awsAccountDisplayName} AWS account to time ${restoreTime} .,Queued,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketPitrTaskCompletedPartially,"Completed point-in-time recovery of the ${sourceBucketName} S3 bucket  in the ${sourceRegion} region to ${destinationBucketName} S3 bucket  in the ${awsAccountDisplayName} AWS account to time ${restoreTime}.  Successfully restored ${numRestoredSuccessful} object(s), unable to  restore ${numRestoredFailed} object(s).",PartialSuccess,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketPitrTaskFailed,Unable to perform point-in-time recovery of the ${sourceBucketName} S3  bucket in the ${sourceRegion} region to ${destinationBucketName} S3  bucket in the ${awsAccountDisplayName} AWS account at ${restoreTime}.  Unable to restore ${numRestoredFailed} object(s).,Failure,Critical,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketProgress,Recovery is in Progress: Successfully recovered: ${processedObjects} objects. Unable to recover: ${failedObjects} objects.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketRecoveryInfo,Recovery is in Progress: Successfully recovered: ${processedObjects} objects. Unable to recover: ${failedObjects} objects.,Success,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3BucketRecoverySummaryInfo,Download recovery failures report (the link is valid for 24 hours): ${gcsUrl},Success,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotJobCanceled,Canceled recovery of ${sourceBucketName} S3 Bucket in the ${sourceRegion} region in the ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 Bucket in the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}.,Canceled,Info,Recovery,AWS S3 Bucket Recovery,No,No
awsnative,AwsNativeRecoverS3SnapshotJobCanceling,Canceling recovery of ${sourceBucketName} S3 Bucket in the ${sourceRegion} region in ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 Bucket in the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}.,Canceling,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotJobFailed,Failed to recover ${sourceBucketName} S3 Bucket in the ${sourceRegion} region in the ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 Bucket in the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}. Reason: ${reason}.,Failure,Critical,Recovery,AWS S3 Bucket Recovery,No,No
awsnative,AwsNativeRecoverS3SnapshotJobQueued,Queued recovery of ${sourceBucketName} S3 Bucket in the ${sourceRegion} region in the ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 Bucket in the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}.,Queued,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotJobStartFailed,${userEmail} failed to start recovery of S3 bucket ${sourceBucketName} in region ${sourceRegion} in the ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 bucket on the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverS3SnapshotJobStarted,${userEmail} started recovery of ${sourceBucketName} S3 bucket in ${sourceRegion} region in ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 bucket in the ${destinationAwsAccountDisplayName} AWS account from the snapshot taken at ${snapshotCreationTime}.,Success,Info,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverS3SnapshotJobStarted,Started recovery of the ${sourceBucketName} S3 bucket.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotJobSucceeded,Successfully recovered ${sourceBucketName} S3 Bucket in the ${sourceRegion} region in the ${sourceAwsAccountDisplayName} AWS account to ${destinationBucketName} S3 Bucket in the ${destinationAwsAccountDisplayName} AWS account from snapshot taken at ${snapshotCreationTime}.,Success,Info,Recovery,AWS S3 Bucket Recovery,No,No
awsnative,AwsNativeRecoverS3SnapshotPitrJobCanceled,Canceled point-in-time recovery of the ${sourceBucketName} S3 bucket in the ${sourceRegion} region to ${destinationBucketName} S3 Bucket in the ${awsAccountDisplayName} AWS account to time  ${restoreTime} .,Canceled,Info,Recovery,AWS S3 Bucket Point-In-Time Recovery,No,No
awsnative,AwsNativeRecoverS3SnapshotPitrJobCanceling,Canceling point-in-time recovery of the ${sourceBucketName} S3  Bucket in the ${sourceRegion} region to ${destinationBucketName}  S3 Bucket in the ${awsAccountDisplayName} AWS account to time  ${restoreTime} .,Canceling,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotPitrJobFailed,Failed to recover the ${sourceBucketName} S3 Bucket in the ${sourceRegion} region to ${destinationBucketName} S3 Bucket  in the ${awsAccountDisplayName} AWS account with point-in-time recovery operation to time ${restoreTime}.  Reason: ${reason}.,Failure,Critical,Recovery,AWS S3 Bucket Point-In-Time Recovery,No,No
awsnative,AwsNativeRecoverS3SnapshotPitrJobStartFailed,${userEmail} failed to start point-in-time recovery of S3 bucket ${sourceBucketName} in region ${sourceRegion} region to  ${destinationBucketName} S3 bucket on the AWS account  ${awsAccountDisplayName} to ${restoreTime}. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverS3SnapshotPitrJobStarted,${userEmail} started point-in-time recovery of S3 bucket ${sourceBucketName} in region ${sourceRegion} region to  ${destinationBucketName} S3 bucket on the AWS account  ${awsAccountDisplayName} to ${restoreTime} .,Success,Info,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRecoverS3SnapshotPitrJobStarted,Started point-in-time recovery of the ${sourceBucketName} S3 Bucket.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRecoverS3SnapshotPitrJobSucceeded,Recovery of the ${sourceBucketName} S3 Bucket in the ${sourceRegion}  region to ${destinationBucketName} S3 Bucket in the  ${awsAccountDisplayName} AWS account with point-in-time recovery  operation to time ${restoreTime} succeeded.,Success,Info,Recovery,AWS S3 Bucket Point-In-Time Recovery,No,No
awsnative,AwsNativeRefreshAccountJobStartFailed,${userEmail} failed to start refresh of AWS account ${awsAccountDisplayName}. Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
awsnative,AwsNativeRefreshAccountJobStarted,${userEmail} started refresh of AWS account ${awsAccountDisplayName}.,Success,Info,Configuration,n/a,Yes,Yes
awsnative,AwsNativeRestoreEC2InstanceAttachVolumesTaskFailed,Failed to attach volumes ${volumeNativeIds} to EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceAttachVolumesTaskStarted,Attaching volumes ${volumeNativeIds} to EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceAttachVolumesTaskSucceeded,Attached volumes ${volumeNativeIds} to EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceDetachVolumesTaskFailed,Failed to detach volumes ${volumeNativeIds} from EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceDetachVolumesTaskStarted,Detaching volumes ${volumeNativeIds} from EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceDetachVolumesTaskSucceeded,Detached volumes ${volumeNativeIds} from EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceFromArchivedSnapshotJobQueued,Queued restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} and archival location  ${archivalLocation} in AWS account ${awsAccountDisplayName}.,Queued,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceFromArchivedSnapshotJobStarted,Started restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} and archival location  ${archivalLocation} in AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceJobCanceled,Canceled restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}.,Canceled,Info,Recovery,AWS EC2 Instance Restore,No,No
awsnative,AwsNativeRestoreEC2InstanceJobCanceling,Canceling restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}.,Canceling,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceJobFailed,Failed to restore EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,Failure,Critical,Recovery,AWS EC2 Instance Restore,No,No
awsnative,AwsNativeRestoreEC2InstanceJobQueued,Queued restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}.,Queued,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceJobStartFailed,${userEmail} failed to start restore EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRestoreEC2InstanceJobStarted,${userEmail} started restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}.,Success,Info,Recovery,n/a,Yes,Yes
awsnative,AwsNativeRestoreEC2InstanceJobStarted,Started restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} in AWS account  ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceJobSucceeded,Restore of EC2 instance ${instanceDisplayName} from the snapshot taken on ${snapshotCreationTime} in region ${region} succeeded on AWS account ${awsAccountDisplayName}.,Success,Info,Recovery,AWS EC2 Instance Restore,No,No
awsnative,AwsNativeRestoreEC2InstanceLaunchVolumeTaskFailed,Failed to launch volumes ${volumeNativeIds} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceLaunchVolumeTaskStarted,Launching new volumes from the snapshot taken on ${snapshotCreationTime} in region ${region} on AWS account ${awsAccountDisplayName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceLaunchVolumeTaskSucceeded,Launched new volumes ${volumeNativeIds} in region ${region} on AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceRestoreTagsTaskFailed,Failed to restore tags on EC2 instance ${instanceDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceRestoreTagsTaskStarted,Starting restore of tags.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceRestoreTagsTaskSucceeded,Successfully restored tags.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStartInstanceTaskFailed,Failed to start EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStartInstanceTaskStarted,Starting EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStartInstanceTaskSucceeded,Started EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStopInstanceTaskFailed,Failed to power off EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStopInstanceTaskStarted,Powering off EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeRestoreEC2InstanceStopInstanceTaskSucceeded,Powered off EC2 instance ${instanceDisplayName} in region ${region} on AWS account ${awsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeSnapshotMaterializeDiskTaskFailed,Failed to create snapshot(s) of volume(s) of the archived snapshot in  region ${region} of account ${accountName}.,TaskFailure,Warning,Recovery,n/a,No,No
awsnative,AwsNativeSnapshotMaterializeDiskTaskStarted,Creating snapshot(s) of volume(s) of the archived snapshot in region ${region} of account ${accountName}.,Running,Info,Recovery,n/a,No,No
awsnative,AwsNativeSnapshotMaterializeDiskTaskSucceeded,Successfully created snapshot(s) of volume(s) of the archived snapshot in region ${region} of account ${accountName}.,TaskSuccess,Info,Recovery,n/a,No,No
cloudaccounts,AwsOrgCloudAccountMissingPermissions,The Account ${name} (${nativeId}) of organization ${orgName} requires  additional permissions for a recent enhancement with ${feature}. Navigate to AWS accounts under Settings Menu and upgrade permissions to reconnect account.,Success,Warning,Configuration,AWS Cloud Account ${name} (${nativeId}) requires additional permissions for ${feature}.,No,No
cloudaccounts,AwsOutpostAccountAdditionFailed,${userEmail} failed to initiate the addition of Laminar AWS Outpost Account with ID ${nativeId}.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,AwsOutpostAccountAdditionFailed,Failed to add the AWS Outpost account (${nativeId}) for Laminar. Reason: ${reason},Failure,Critical,Configuration,AWS Outpost account (${nativeId}) for Laminar,No,No
cloudaccounts,AwsOutpostAccountAdditionSucceeded,${userEmail} initiated the addition of Laminar AWS Outpost Account with ID ${nativeId}.,Success,Info,Configuration,n/a,Yes,Yes
cloudaccounts,AwsOutpostAccountAdditionSucceeded,Successfully added the Laminar AWS Outpost account (${nativeId}).,Success,Info,Configuration,AWS Outpost account (${nativeId}) for Laminar,No,No
cloudaccounts,AwsOutpostAccountUpdateFailed,${userEmail} failed to update the AWS Outpost account with ID ${nativeId} for Laminar.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,AwsOutpostAccountUpdateFailed,Failed to update the AWS Outpost account (${nativeId}) for Laminar. Reason: ${reason},Failure,Critical,Configuration,AWS Outpost account (${nativeId}) for Laminar,No,No
cloudaccounts,AwsOutpostAccountUpdateSucceeded,${userEmail} updated AWS Outpost account with ID ${nativeId} for Laminar.,Success,Info,Configuration,n/a,Yes,Yes
cloudaccounts,AwsOutpostAccountUpdateSucceeded,Successfully updated the AWS Outpost account (${nativeId}) for Laminar.,Success,Info,Configuration,AWS Outpost account (${nativeId}) for Laminar,No,No
cloudnative,AwsRdsManualSnapshotQuotaBreach,"One or more regions from the AWS account, ${awsAccountDisplayName}, protected by Rubrik, may have the following issues: manual snapshot quota limit is about to be breached, or you have used 75%% of the quota. Usages in affected regions are: ${quotaUsage}.",Failure,Warning,Diagnostic,Issue with AWS account protected by Rubrik,No,No
cloudnative,AwsRdsSnapshotsMissing,One or more RDS databases from the AWS account ${awsAccountDisplayName} protected by Rubrik may have the following issues: Number of missing RDS snapshots: ${missingRdsInstanceSnapshotCount}. Number of RDS databases with modified log retention values: ${missingRdsInstancePitrCount}.,Failure,Critical,Diagnostic,Issues with RDS databases protected by Rubrik,No,No
awsnative,AwsSnapshotsMissing,One or more rubrik managed snapshots are missing from AWS account ${awsAccountDisplayName}. Total ${missingEc2SnapshotCount} AMIs and ${missingEbsSnapshotCount} volume snapshots are missing. ${optionalMailSentMsg},Failure,Warning,Diagnostic,AWS Snapshot Not Found,No,No
azuread,AzureADBackupJobCanceled,"Canceled ${maintenanceType} backup for directory \""${adDirectory}\"".",Canceled,Info,Backup,${adDirectory} ${maintenanceType} Backup,No,No
azuread,AzureADBackupJobCanceling,"Canceling ${maintenanceType} backup for directory \""${adDirectory}\"".",Canceling,Info,Backup,n/a,No,No
azuread,AzureADBackupJobDeltaStageProgress,Detected ${totalObjectsToUpdate} modified objects.,Running,Info,Backup,n/a,No,No
azuread,AzureADBackupJobFailed,"Unable to create ${maintenanceType} backup for directory  \""${adDirectory}\"". Reason: ${reason}. ${remedy}.",Failure,Critical,Backup,${adDirectory} ${maintenanceType} Backup,No,No
azuread,AzureADBackupJobFetchStageProgress,Completed backup of ${numObjectsUpdated} objects out of  ${totalObjectsToUpdate} modified objects. Progress:  ${progressPercent}%%,Running,Info,Backup,n/a,No,No
azuread,AzureADBackupJobQueued,"Queued ${maintenanceType} backup for directory \""${adDirectory}\"".",Queued,Info,Backup,n/a,No,No
azuread,AzureADBackupJobStarted,"Started ${maintenanceType} backup for directory \""${adDirectory}\"".",TaskSuccess,Info,Backup,n/a,No,No
azuread,AzureADBackupJobSucceeded,"Successfully created ${maintenanceType} backup for directory  \""${adDirectory}\"".",Success,Info,Backup,${adDirectory} ${maintenanceType} Backup,No,No
azuread,AzureADBackupJobSucceededWithWarnings,"Successfully created ${maintenanceType} backup for directory  \""${adDirectory}\"" with warnings. Warnings: ${warnings}.",PartialSuccess,Warning,Backup,${adDirectory} ${maintenanceType} Backup completed with warnings,No,No
azuread,AzureADBackupJobZeusEntityCompleted,Completed backup of ${numOfObjects} ${entityPluralName}.,TaskSuccess,Info,Backup,n/a,No,No
azuread,AzureADBackupJobZeusEntityProgress,Running backup of ${entityPluralName}. Processed ${numOfObjects}  objects.,Running,Info,Backup,n/a,No,No
azuread,AzureADBackupPerformTaskStarted,Started backup of ${types}. ${additionalInfo},TaskSuccess,Info,Backup,n/a,No,No
azuread,AzureADDeleteDirectoryJobFailed,"Failed to delete directory \""${adDirectory}\"". Reason: ${reason}.",Failure,Critical,Configuration,Azure AD Directory Deletion Failed,No,No
azuread,AzureADDeleteDirectoryJobQueued,"Queued deletion for directory \""${adDirectory}\"".",Queued,Info,Configuration,n/a,No,No
azuread,AzureADDeleteDirectoryJobStarted,"Started deletion for directory \""${adDirectory}\"".",TaskSuccess,Info,Configuration,n/a,No,No
azuread,AzureADDeleteDirectoryJobSucceeded,"Successfully deleted directory \""${adDirectory}\"".",Success,Info,Configuration,Azure AD Directory Deletion Succeeded,No,No
azuread,AzureADFTRProgressCompleted,Completed restoring ${attributeType} for ${objectType}. Processed ${processed} out of ${total} objects.,TaskSuccess,Info,Recovery,n/a,No,No
azuread,AzureADFTRProgressRunning,Restoring ${attributeType} for ${objectType}. Processed ${processed} out of ${total} objects.,Running,Info,Recovery,n/a,No,No
azuread,AzureADIndexJobCanceled,"Canceled snapshot indexing for directory \""${adDirectory}\"".",Canceled,Info,Index,${adDirectory} Snapshot Indexing,No,No
azuread,AzureADIndexJobCanceling,"Canceling snapshot indexing for directory \""${adDirectory}\"".",Canceling,Info,Index,n/a,No,No
azuread,AzureADIndexJobFailed,"Unable to index snapshot for directory \""${adDirectory}\"".",Failure,Critical,Index,${adDirectory} Snapshot Indexing,No,No
azuread,AzureADIndexJobQueued,"Queued snapshot indexing for directory \""${adDirectory}\"".",Queued,Info,Index,n/a,No,No
azuread,AzureADIndexJobStarted,"Started snapshot indexing for directory \""${adDirectory}\"".",TaskSuccess,Info,Index,n/a,No,No
azuread,AzureADIndexJobSucceeded,"Successfully completed snapshot indexing for directory  \""${adDirectory}\"".",Success,Info,Index,${adDirectory} Snapshot Indexing,No,No
azuread,AzureADRecoveryJobCanceled,"Canceled recovery for directory \""${adDirectory}\"".",Canceled,Info,Recovery,${adDirectory} Recovery,No,No
azuread,AzureADRecoveryJobCanceling,"Canceling recovery for directory \""${adDirectory}\"".",Canceling,Info,Recovery,n/a,No,No
azuread,AzureADRecoveryJobFailed,"Unable to recover directory \""${adDirectory}\"".  Reason: ${reason}. ${remedy}.",Failure,Critical,Recovery,${adDirectory} Recovery,No,No
azuread,AzureADRecoveryJobQueued,"Queued recovery for directory \""${adDirectory}\"".",Queued,Info,Recovery,n/a,No,No
azuread,AzureADRecoveryJobStarted,"Started recovery for directory \""${adDirectory}\"".",TaskSuccess,Info,Recovery,n/a,No,No
azuread,AzureADRecoveryJobSucceeded,"Successfully recovered directory \""${adDirectory}\"".",Success,Info,Recovery,${adDirectory} Recovery,No,No
azuread,AzureADRestoreFailedSummary,"Recovery for directory \""${adDirectory}\""\x20 has completed. Attempted to restore ${total} objects. Successfully restored ${totalRestored} objects. ${fullyDeleted} restored objects have a new UUID that is different from the original object UUID. Failed to read ${readFailed} objects from the snapshot. Failed to create ${createFailed} objects.",Failure,Info,Recovery,n/a,No,No
azuread,AzureADRestoreSummary,"Recovery for directory \""${adDirectory}\""\x20 has completed. Attempted to restore ${total} objects. Successfully restored ${totalRestored} objects. ${fullyDeleted} restored objects have a new UUID that is different from the original object UUID. Download recovery details (the link is valid for 24 hours): ${gcsUrl}",Success,Info,Recovery,n/a,No,No
azuread,AzureAdDeleteDirectoryFailed,"${userID} attempted to delete the Azure AD Directory ${directoryName},  but the operation failed.",Failure,Critical,Configuration,n/a,Yes,Yes
azuread,AzureAdDeleteDirectoryStarted,${userName} started deletion of Azure AD Directory ${directoryName}.,Success,Info,Configuration,n/a,Yes,Yes
azuread,AzureAdFTRFailed,"Failed to complete Full Tenant Recovery for directory \""${adDirectory}\"". ${reason}",Failure,Info,Recovery,n/a,No,No
azuread,AzureAdFTRStarted,"Started Full Tenant Recovery for directory \""${adDirectory}\"".",TaskSuccess,Info,Recovery,n/a,No,No
azuread,AzureAdFTRSummary,"Successfully completed Full Tenant Recovery for directory \""${adDirectory}\"". Download recovery details (the link is valid for 24 hours): ${gcsUrl}",Success,Info,Recovery,n/a,No,No
azuread,AzureAdFirstZeusBackup,"Due to an upgrade, this backup task will take a full backup of the directory. This may take longer than usual.",TaskSuccess,Info,Backup,n/a,No,No
azuread,AzureAdOnboardingFailed,Onboarding of the Azure AD Directory ${directoryName} failed.,Failure,Critical,Configuration,Azure AD Directory ${directoryName} Onboarding,Yes,Yes
azuread,AzureAdOnboardingSucceeded,Onboarding of the Azure AD Directory ${directoryName} Succeeded.,Success,Info,Configuration,n/a,Yes,Yes
cloudaccounts,AzureCloudAccountAdditionFailed,Failed to add Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Add Azure cloud account,No,No
cloudaccounts,AzureCloudAccountAdditionSucceeded,Successfully added Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Add Azure cloud account,No,No
cloudaccounts,AzureCloudAccountDeleteTaskFailed,Failed to delete ${feature} of ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}. Reason: ${reason}.,Failure,Critical,Configuration,${cloudProvider} ${accountTerminology} Delete ${feature},No,No
cloudaccounts,AzureCloudAccountDeleteTaskStarted,Started to delete ${feature} of ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}.,TaskSuccess,Info,Configuration,n/a,No,No
cloudaccounts,AzureCloudAccountDeleteTaskSucceeded,Successfully deleted ${feature} of ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}.,Success,Info,Configuration,n/a,No,No
cloudaccounts,AzureCloudAccountDeletionFailed,Failed to delete permissions of the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Delete Azure cloud account,No,No
